seat	row	section_name	venue_name
13	7	Upper Balcony	Lincoln Theatre
14	7	Upper Balcony	Lincoln Theatre
15	7	Upper Balcony	Lincoln Theatre
16	7	Upper Balcony	Lincoln Theatre
17	7	Upper Balcony	Lincoln Theatre
18	7	Upper Balcony	Lincoln Theatre
19	7	Upper Balcony	Lincoln Theatre
20	7	Upper Balcony	Lincoln Theatre
1	8	Upper Balcony	Lincoln Theatre
2	8	Upper Balcony	Lincoln Theatre
3	8	Upper Balcony	Lincoln Theatre
4	8	Upper Balcony	Lincoln Theatre
5	8	Upper Balcony	Lincoln Theatre
6	8	Upper Balcony	Lincoln Theatre
7	8	Upper Balcony	Lincoln Theatre
8	8	Upper Balcony	Lincoln Theatre
9	8	Upper Balcony	Lincoln Theatre
10	8	Upper Balcony	Lincoln Theatre
11	8	Upper Balcony	Lincoln Theatre
12	8	Upper Balcony	Lincoln Theatre
13	8	Upper Balcony	Lincoln Theatre
14	8	Upper Balcony	Lincoln Theatre
15	8	Upper Balcony	Lincoln Theatre
16	8	Upper Balcony	Lincoln Theatre
17	8	Upper Balcony	Lincoln Theatre
18	8	Upper Balcony	Lincoln Theatre
19	8	Upper Balcony	Lincoln Theatre
20	8	Upper Balcony	Lincoln Theatre
1	9	Upper Balcony	Lincoln Theatre
2	9	Upper Balcony	Lincoln Theatre
3	9	Upper Balcony	Lincoln Theatre
4	9	Upper Balcony	Lincoln Theatre
5	9	Upper Balcony	Lincoln Theatre
6	9	Upper Balcony	Lincoln Theatre
7	9	Upper Balcony	Lincoln Theatre
8	9	Upper Balcony	Lincoln Theatre
9	9	Upper Balcony	Lincoln Theatre
10	9	Upper Balcony	Lincoln Theatre
11	9	Upper Balcony	Lincoln Theatre
12	9	Upper Balcony	Lincoln Theatre
13	9	Upper Balcony	Lincoln Theatre
14	9	Upper Balcony	Lincoln Theatre
15	9	Upper Balcony	Lincoln Theatre
16	9	Upper Balcony	Lincoln Theatre
17	9	Upper Balcony	Lincoln Theatre
18	9	Upper Balcony	Lincoln Theatre
19	9	Upper Balcony	Lincoln Theatre
20	9	Upper Balcony	Lincoln Theatre
1	10	Upper Balcony	Lincoln Theatre
2	10	Upper Balcony	Lincoln Theatre
3	10	Upper Balcony	Lincoln Theatre
4	10	Upper Balcony	Lincoln Theatre
5	10	Upper Balcony	Lincoln Theatre
6	10	Upper Balcony	Lincoln Theatre
7	10	Upper Balcony	Lincoln Theatre
8	10	Upper Balcony	Lincoln Theatre
9	10	Upper Balcony	Lincoln Theatre
10	10	Upper Balcony	Lincoln Theatre
11	10	Upper Balcony	Lincoln Theatre
12	10	Upper Balcony	Lincoln Theatre
13	10	Upper Balcony	Lincoln Theatre
14	10	Upper Balcony	Lincoln Theatre
15	10	Upper Balcony	Lincoln Theatre
16	10	Upper Balcony	Lincoln Theatre
17	10	Upper Balcony	Lincoln Theatre
18	10	Upper Balcony	Lincoln Theatre
19	10	Upper Balcony	Lincoln Theatre
20	10	Upper Balcony	Lincoln Theatre
1	1	Balcony Booths	Howard Theatre
2	1	Balcony Booths	Howard Theatre
3	1	Balcony Booths	Howard Theatre
4	1	Balcony Booths	Howard Theatre
5	1	Balcony Booths	Howard Theatre
6	1	Balcony Booths	Howard Theatre
7	1	Balcony Booths	Howard Theatre
8	1	Balcony Booths	Howard Theatre
9	1	Balcony Booths	Howard Theatre
10	1	Balcony Booths	Howard Theatre
1	2	Balcony Booths	Howard Theatre
2	2	Balcony Booths	Howard Theatre
3	2	Balcony Booths	Howard Theatre
4	2	Balcony Booths	Howard Theatre
5	2	Balcony Booths	Howard Theatre
6	2	Balcony Booths	Howard Theatre
7	2	Balcony Booths	Howard Theatre
8	2	Balcony Booths	Howard Theatre
9	2	Balcony Booths	Howard Theatre
10	2	Balcony Booths	Howard Theatre
1	3	Balcony Booths	Howard Theatre
2	3	Balcony Booths	Howard Theatre
3	3	Balcony Booths	Howard Theatre
4	3	Balcony Booths	Howard Theatre
5	3	Balcony Booths	Howard Theatre
6	3	Balcony Booths	Howard Theatre
7	3	Balcony Booths	Howard Theatre
8	3	Balcony Booths	Howard Theatre
9	3	Balcony Booths	Howard Theatre
10	3	Balcony Booths	Howard Theatre
1	4	Balcony Booths	Howard Theatre
2	4	Balcony Booths	Howard Theatre
3	4	Balcony Booths	Howard Theatre
4	4	Balcony Booths	Howard Theatre
5	4	Balcony Booths	Howard Theatre
6	4	Balcony Booths	Howard Theatre
7	4	Balcony Booths	Howard Theatre
8	4	Balcony Booths	Howard Theatre
9	4	Balcony Booths	Howard Theatre
10	4	Balcony Booths	Howard Theatre
1	5	Balcony Booths	Howard Theatre
2	5	Balcony Booths	Howard Theatre
3	5	Balcony Booths	Howard Theatre
4	5	Balcony Booths	Howard Theatre
5	5	Balcony Booths	Howard Theatre
6	5	Balcony Booths	Howard Theatre
7	5	Balcony Booths	Howard Theatre
8	5	Balcony Booths	Howard Theatre
9	5	Balcony Booths	Howard Theatre
10	5	Balcony Booths	Howard Theatre
1	6	Balcony Booths	Howard Theatre
2	6	Balcony Booths	Howard Theatre
3	6	Balcony Booths	Howard Theatre
4	6	Balcony Booths	Howard Theatre
5	6	Balcony Booths	Howard Theatre
6	6	Balcony Booths	Howard Theatre
7	6	Balcony Booths	Howard Theatre
8	6	Balcony Booths	Howard Theatre
9	6	Balcony Booths	Howard Theatre
10	6	Balcony Booths	Howard Theatre
1	7	Balcony Booths	Howard Theatre
2	7	Balcony Booths	Howard Theatre
3	7	Balcony Booths	Howard Theatre
4	7	Balcony Booths	Howard Theatre
5	7	Balcony Booths	Howard Theatre
6	7	Balcony Booths	Howard Theatre
7	7	Balcony Booths	Howard Theatre
8	7	Balcony Booths	Howard Theatre
9	7	Balcony Booths	Howard Theatre
10	7	Balcony Booths	Howard Theatre
1	8	Balcony Booths	Howard Theatre
2	8	Balcony Booths	Howard Theatre
3	8	Balcony Booths	Howard Theatre
4	8	Balcony Booths	Howard Theatre
5	8	Balcony Booths	Howard Theatre
6	8	Balcony Booths	Howard Theatre
7	8	Balcony Booths	Howard Theatre
8	8	Balcony Booths	Howard Theatre
9	8	Balcony Booths	Howard Theatre
10	8	Balcony Booths	Howard Theatre
1	9	Balcony Booths	Howard Theatre
2	9	Balcony Booths	Howard Theatre
3	9	Balcony Booths	Howard Theatre
4	9	Balcony Booths	Howard Theatre
5	9	Balcony Booths	Howard Theatre
6	9	Balcony Booths	Howard Theatre
7	9	Balcony Booths	Howard Theatre
8	9	Balcony Booths	Howard Theatre
9	9	Balcony Booths	Howard Theatre
10	9	Balcony Booths	Howard Theatre
1	10	Balcony Booths	Howard Theatre
2	10	Balcony Booths	Howard Theatre
3	10	Balcony Booths	Howard Theatre
4	10	Balcony Booths	Howard Theatre
5	10	Balcony Booths	Howard Theatre
6	10	Balcony Booths	Howard Theatre
7	10	Balcony Booths	Howard Theatre
8	10	Balcony Booths	Howard Theatre
9	10	Balcony Booths	Howard Theatre
10	10	Balcony Booths	Howard Theatre
1	1	Balcony Seating	Howard Theatre
2	1	Balcony Seating	Howard Theatre
3	1	Balcony Seating	Howard Theatre
4	1	Balcony Seating	Howard Theatre
5	1	Balcony Seating	Howard Theatre
6	1	Balcony Seating	Howard Theatre
7	1	Balcony Seating	Howard Theatre
8	1	Balcony Seating	Howard Theatre
9	1	Balcony Seating	Howard Theatre
10	1	Balcony Seating	Howard Theatre
11	1	Balcony Seating	Howard Theatre
12	1	Balcony Seating	Howard Theatre
13	1	Balcony Seating	Howard Theatre
14	1	Balcony Seating	Howard Theatre
15	1	Balcony Seating	Howard Theatre
16	1	Balcony Seating	Howard Theatre
17	1	Balcony Seating	Howard Theatre
18	1	Balcony Seating	Howard Theatre
19	1	Balcony Seating	Howard Theatre
20	1	Balcony Seating	Howard Theatre
1	2	Balcony Seating	Howard Theatre
2	2	Balcony Seating	Howard Theatre
3	2	Balcony Seating	Howard Theatre
4	2	Balcony Seating	Howard Theatre
5	2	Balcony Seating	Howard Theatre
6	2	Balcony Seating	Howard Theatre
7	2	Balcony Seating	Howard Theatre
8	2	Balcony Seating	Howard Theatre
9	2	Balcony Seating	Howard Theatre
10	2	Balcony Seating	Howard Theatre
11	2	Balcony Seating	Howard Theatre
12	2	Balcony Seating	Howard Theatre
13	2	Balcony Seating	Howard Theatre
14	2	Balcony Seating	Howard Theatre
15	2	Balcony Seating	Howard Theatre
16	2	Balcony Seating	Howard Theatre
17	2	Balcony Seating	Howard Theatre
18	2	Balcony Seating	Howard Theatre
19	2	Balcony Seating	Howard Theatre
20	2	Balcony Seating	Howard Theatre
1	3	Balcony Seating	Howard Theatre
2	3	Balcony Seating	Howard Theatre
3	3	Balcony Seating	Howard Theatre
4	3	Balcony Seating	Howard Theatre
5	3	Balcony Seating	Howard Theatre
6	3	Balcony Seating	Howard Theatre
7	3	Balcony Seating	Howard Theatre
8	3	Balcony Seating	Howard Theatre
9	3	Balcony Seating	Howard Theatre
10	3	Balcony Seating	Howard Theatre
11	3	Balcony Seating	Howard Theatre
12	3	Balcony Seating	Howard Theatre
13	3	Balcony Seating	Howard Theatre
14	3	Balcony Seating	Howard Theatre
15	3	Balcony Seating	Howard Theatre
16	3	Balcony Seating	Howard Theatre
17	3	Balcony Seating	Howard Theatre
18	3	Balcony Seating	Howard Theatre
19	3	Balcony Seating	Howard Theatre
20	3	Balcony Seating	Howard Theatre
1	4	Balcony Seating	Howard Theatre
2	4	Balcony Seating	Howard Theatre
3	4	Balcony Seating	Howard Theatre
4	4	Balcony Seating	Howard Theatre
5	4	Balcony Seating	Howard Theatre
6	4	Balcony Seating	Howard Theatre
7	4	Balcony Seating	Howard Theatre
8	4	Balcony Seating	Howard Theatre
9	4	Balcony Seating	Howard Theatre
10	4	Balcony Seating	Howard Theatre
11	4	Balcony Seating	Howard Theatre
12	4	Balcony Seating	Howard Theatre
13	4	Balcony Seating	Howard Theatre
14	4	Balcony Seating	Howard Theatre
15	4	Balcony Seating	Howard Theatre
16	4	Balcony Seating	Howard Theatre
17	4	Balcony Seating	Howard Theatre
18	4	Balcony Seating	Howard Theatre
19	4	Balcony Seating	Howard Theatre
20	4	Balcony Seating	Howard Theatre
1	5	Balcony Seating	Howard Theatre
2	5	Balcony Seating	Howard Theatre
3	5	Balcony Seating	Howard Theatre
4	5	Balcony Seating	Howard Theatre
5	5	Balcony Seating	Howard Theatre
6	5	Balcony Seating	Howard Theatre
7	5	Balcony Seating	Howard Theatre
8	5	Balcony Seating	Howard Theatre
9	5	Balcony Seating	Howard Theatre
10	5	Balcony Seating	Howard Theatre
11	5	Balcony Seating	Howard Theatre
12	5	Balcony Seating	Howard Theatre
13	5	Balcony Seating	Howard Theatre
14	5	Balcony Seating	Howard Theatre
15	5	Balcony Seating	Howard Theatre
16	5	Balcony Seating	Howard Theatre
17	5	Balcony Seating	Howard Theatre
18	5	Balcony Seating	Howard Theatre
19	5	Balcony Seating	Howard Theatre
20	5	Balcony Seating	Howard Theatre
1	6	Balcony Seating	Howard Theatre
2	6	Balcony Seating	Howard Theatre
3	6	Balcony Seating	Howard Theatre
4	6	Balcony Seating	Howard Theatre
5	6	Balcony Seating	Howard Theatre
6	6	Balcony Seating	Howard Theatre
7	6	Balcony Seating	Howard Theatre
8	6	Balcony Seating	Howard Theatre
9	6	Balcony Seating	Howard Theatre
10	6	Balcony Seating	Howard Theatre
11	6	Balcony Seating	Howard Theatre
12	6	Balcony Seating	Howard Theatre
13	6	Balcony Seating	Howard Theatre
14	6	Balcony Seating	Howard Theatre
15	6	Balcony Seating	Howard Theatre
16	6	Balcony Seating	Howard Theatre
17	6	Balcony Seating	Howard Theatre
18	6	Balcony Seating	Howard Theatre
19	6	Balcony Seating	Howard Theatre
20	6	Balcony Seating	Howard Theatre
1	7	Balcony Seating	Howard Theatre
2	7	Balcony Seating	Howard Theatre
3	7	Balcony Seating	Howard Theatre
4	7	Balcony Seating	Howard Theatre
5	7	Balcony Seating	Howard Theatre
6	7	Balcony Seating	Howard Theatre
7	7	Balcony Seating	Howard Theatre
8	7	Balcony Seating	Howard Theatre
9	7	Balcony Seating	Howard Theatre
10	7	Balcony Seating	Howard Theatre
11	7	Balcony Seating	Howard Theatre
12	7	Balcony Seating	Howard Theatre
13	7	Balcony Seating	Howard Theatre
14	7	Balcony Seating	Howard Theatre
15	7	Balcony Seating	Howard Theatre
16	7	Balcony Seating	Howard Theatre
17	7	Balcony Seating	Howard Theatre
18	7	Balcony Seating	Howard Theatre
19	7	Balcony Seating	Howard Theatre
20	7	Balcony Seating	Howard Theatre
1	8	Balcony Seating	Howard Theatre
2	8	Balcony Seating	Howard Theatre
3	8	Balcony Seating	Howard Theatre
4	8	Balcony Seating	Howard Theatre
5	8	Balcony Seating	Howard Theatre
6	8	Balcony Seating	Howard Theatre
7	8	Balcony Seating	Howard Theatre
8	8	Balcony Seating	Howard Theatre
9	8	Balcony Seating	Howard Theatre
10	8	Balcony Seating	Howard Theatre
11	8	Balcony Seating	Howard Theatre
12	8	Balcony Seating	Howard Theatre
13	8	Balcony Seating	Howard Theatre
14	8	Balcony Seating	Howard Theatre
15	8	Balcony Seating	Howard Theatre
16	8	Balcony Seating	Howard Theatre
17	8	Balcony Seating	Howard Theatre
18	8	Balcony Seating	Howard Theatre
19	8	Balcony Seating	Howard Theatre
20	8	Balcony Seating	Howard Theatre
1	9	Balcony Seating	Howard Theatre
2	9	Balcony Seating	Howard Theatre
3	9	Balcony Seating	Howard Theatre
4	9	Balcony Seating	Howard Theatre
5	9	Balcony Seating	Howard Theatre
6	9	Balcony Seating	Howard Theatre
7	9	Balcony Seating	Howard Theatre
8	9	Balcony Seating	Howard Theatre
9	9	Balcony Seating	Howard Theatre
10	9	Balcony Seating	Howard Theatre
11	9	Balcony Seating	Howard Theatre
12	9	Balcony Seating	Howard Theatre
13	9	Balcony Seating	Howard Theatre
14	9	Balcony Seating	Howard Theatre
15	9	Balcony Seating	Howard Theatre
16	9	Balcony Seating	Howard Theatre
17	9	Balcony Seating	Howard Theatre
18	9	Balcony Seating	Howard Theatre
19	9	Balcony Seating	Howard Theatre
20	9	Balcony Seating	Howard Theatre
1	10	Balcony Seating	Howard Theatre
2	10	Balcony Seating	Howard Theatre
3	10	Balcony Seating	Howard Theatre
4	10	Balcony Seating	Howard Theatre
5	10	Balcony Seating	Howard Theatre
6	10	Balcony Seating	Howard Theatre
7	10	Balcony Seating	Howard Theatre
8	10	Balcony Seating	Howard Theatre
9	10	Balcony Seating	Howard Theatre
10	10	Balcony Seating	Howard Theatre
11	10	Balcony Seating	Howard Theatre
12	10	Balcony Seating	Howard Theatre
13	10	Balcony Seating	Howard Theatre
14	10	Balcony Seating	Howard Theatre
15	10	Balcony Seating	Howard Theatre
16	10	Balcony Seating	Howard Theatre
17	10	Balcony Seating	Howard Theatre
18	10	Balcony Seating	Howard Theatre
19	10	Balcony Seating	Howard Theatre
20	10	Balcony Seating	Howard Theatre
1	1	Dress Circle	Vogue Theatre
2	1	Dress Circle	Vogue Theatre
3	1	Dress Circle	Vogue Theatre
4	1	Dress Circle	Vogue Theatre
5	1	Dress Circle	Vogue Theatre
6	1	Dress Circle	Vogue Theatre
7	1	Dress Circle	Vogue Theatre
8	1	Dress Circle	Vogue Theatre
9	1	Dress Circle	Vogue Theatre
10	1	Dress Circle	Vogue Theatre
11	1	Dress Circle	Vogue Theatre
12	1	Dress Circle	Vogue Theatre
13	1	Dress Circle	Vogue Theatre
14	1	Dress Circle	Vogue Theatre
15	1	Dress Circle	Vogue Theatre
16	1	Dress Circle	Vogue Theatre
17	1	Dress Circle	Vogue Theatre
18	1	Dress Circle	Vogue Theatre
19	1	Dress Circle	Vogue Theatre
20	1	Dress Circle	Vogue Theatre
21	1	Dress Circle	Vogue Theatre
22	1	Dress Circle	Vogue Theatre
23	1	Dress Circle	Vogue Theatre
24	1	Dress Circle	Vogue Theatre
25	1	Dress Circle	Vogue Theatre
1	2	Dress Circle	Vogue Theatre
2	2	Dress Circle	Vogue Theatre
3	2	Dress Circle	Vogue Theatre
4	2	Dress Circle	Vogue Theatre
5	2	Dress Circle	Vogue Theatre
6	2	Dress Circle	Vogue Theatre
7	2	Dress Circle	Vogue Theatre
8	2	Dress Circle	Vogue Theatre
9	2	Dress Circle	Vogue Theatre
10	2	Dress Circle	Vogue Theatre
11	2	Dress Circle	Vogue Theatre
12	2	Dress Circle	Vogue Theatre
13	2	Dress Circle	Vogue Theatre
14	2	Dress Circle	Vogue Theatre
15	2	Dress Circle	Vogue Theatre
16	2	Dress Circle	Vogue Theatre
17	2	Dress Circle	Vogue Theatre
18	2	Dress Circle	Vogue Theatre
19	2	Dress Circle	Vogue Theatre
20	2	Dress Circle	Vogue Theatre
21	2	Dress Circle	Vogue Theatre
22	2	Dress Circle	Vogue Theatre
23	2	Dress Circle	Vogue Theatre
24	2	Dress Circle	Vogue Theatre
25	2	Dress Circle	Vogue Theatre
1	3	Dress Circle	Vogue Theatre
2	3	Dress Circle	Vogue Theatre
3	3	Dress Circle	Vogue Theatre
4	3	Dress Circle	Vogue Theatre
5	3	Dress Circle	Vogue Theatre
6	3	Dress Circle	Vogue Theatre
7	3	Dress Circle	Vogue Theatre
8	3	Dress Circle	Vogue Theatre
9	3	Dress Circle	Vogue Theatre
10	3	Dress Circle	Vogue Theatre
11	3	Dress Circle	Vogue Theatre
12	3	Dress Circle	Vogue Theatre
13	3	Dress Circle	Vogue Theatre
14	3	Dress Circle	Vogue Theatre
15	3	Dress Circle	Vogue Theatre
16	3	Dress Circle	Vogue Theatre
17	3	Dress Circle	Vogue Theatre
18	3	Dress Circle	Vogue Theatre
19	3	Dress Circle	Vogue Theatre
20	3	Dress Circle	Vogue Theatre
21	3	Dress Circle	Vogue Theatre
22	3	Dress Circle	Vogue Theatre
23	3	Dress Circle	Vogue Theatre
24	3	Dress Circle	Vogue Theatre
25	3	Dress Circle	Vogue Theatre
1	4	Dress Circle	Vogue Theatre
2	4	Dress Circle	Vogue Theatre
3	4	Dress Circle	Vogue Theatre
4	4	Dress Circle	Vogue Theatre
5	4	Dress Circle	Vogue Theatre
6	4	Dress Circle	Vogue Theatre
7	4	Dress Circle	Vogue Theatre
8	4	Dress Circle	Vogue Theatre
9	4	Dress Circle	Vogue Theatre
10	4	Dress Circle	Vogue Theatre
11	4	Dress Circle	Vogue Theatre
12	4	Dress Circle	Vogue Theatre
13	4	Dress Circle	Vogue Theatre
14	4	Dress Circle	Vogue Theatre
15	4	Dress Circle	Vogue Theatre
16	4	Dress Circle	Vogue Theatre
17	4	Dress Circle	Vogue Theatre
18	4	Dress Circle	Vogue Theatre
19	4	Dress Circle	Vogue Theatre
20	4	Dress Circle	Vogue Theatre
21	4	Dress Circle	Vogue Theatre
22	4	Dress Circle	Vogue Theatre
23	4	Dress Circle	Vogue Theatre
24	4	Dress Circle	Vogue Theatre
25	4	Dress Circle	Vogue Theatre
1	5	Dress Circle	Vogue Theatre
2	5	Dress Circle	Vogue Theatre
3	5	Dress Circle	Vogue Theatre
4	5	Dress Circle	Vogue Theatre
5	5	Dress Circle	Vogue Theatre
6	5	Dress Circle	Vogue Theatre
7	5	Dress Circle	Vogue Theatre
8	5	Dress Circle	Vogue Theatre
9	5	Dress Circle	Vogue Theatre
10	5	Dress Circle	Vogue Theatre
11	5	Dress Circle	Vogue Theatre
12	5	Dress Circle	Vogue Theatre
13	5	Dress Circle	Vogue Theatre
14	5	Dress Circle	Vogue Theatre
15	5	Dress Circle	Vogue Theatre
16	5	Dress Circle	Vogue Theatre
17	5	Dress Circle	Vogue Theatre
18	5	Dress Circle	Vogue Theatre
19	5	Dress Circle	Vogue Theatre
20	5	Dress Circle	Vogue Theatre
21	5	Dress Circle	Vogue Theatre
22	5	Dress Circle	Vogue Theatre
23	5	Dress Circle	Vogue Theatre
24	5	Dress Circle	Vogue Theatre
25	5	Dress Circle	Vogue Theatre
1	6	Dress Circle	Vogue Theatre
2	6	Dress Circle	Vogue Theatre
3	6	Dress Circle	Vogue Theatre
4	6	Dress Circle	Vogue Theatre
5	6	Dress Circle	Vogue Theatre
6	6	Dress Circle	Vogue Theatre
7	6	Dress Circle	Vogue Theatre
8	6	Dress Circle	Vogue Theatre
9	6	Dress Circle	Vogue Theatre
10	6	Dress Circle	Vogue Theatre
11	6	Dress Circle	Vogue Theatre
12	6	Dress Circle	Vogue Theatre
13	6	Dress Circle	Vogue Theatre
14	6	Dress Circle	Vogue Theatre
15	6	Dress Circle	Vogue Theatre
16	6	Dress Circle	Vogue Theatre
17	6	Dress Circle	Vogue Theatre
18	6	Dress Circle	Vogue Theatre
19	6	Dress Circle	Vogue Theatre
20	6	Dress Circle	Vogue Theatre
21	6	Dress Circle	Vogue Theatre
22	6	Dress Circle	Vogue Theatre
23	6	Dress Circle	Vogue Theatre
24	6	Dress Circle	Vogue Theatre
25	6	Dress Circle	Vogue Theatre
1	7	Dress Circle	Vogue Theatre
2	7	Dress Circle	Vogue Theatre
3	7	Dress Circle	Vogue Theatre
4	7	Dress Circle	Vogue Theatre
5	7	Dress Circle	Vogue Theatre
6	7	Dress Circle	Vogue Theatre
7	7	Dress Circle	Vogue Theatre
8	7	Dress Circle	Vogue Theatre
9	7	Dress Circle	Vogue Theatre
10	7	Dress Circle	Vogue Theatre
11	7	Dress Circle	Vogue Theatre
12	7	Dress Circle	Vogue Theatre
13	7	Dress Circle	Vogue Theatre
14	7	Dress Circle	Vogue Theatre
15	7	Dress Circle	Vogue Theatre
16	7	Dress Circle	Vogue Theatre
17	7	Dress Circle	Vogue Theatre
18	7	Dress Circle	Vogue Theatre
19	7	Dress Circle	Vogue Theatre
20	7	Dress Circle	Vogue Theatre
21	7	Dress Circle	Vogue Theatre
22	7	Dress Circle	Vogue Theatre
23	7	Dress Circle	Vogue Theatre
24	7	Dress Circle	Vogue Theatre
25	7	Dress Circle	Vogue Theatre
1	8	Dress Circle	Vogue Theatre
2	8	Dress Circle	Vogue Theatre
3	8	Dress Circle	Vogue Theatre
4	8	Dress Circle	Vogue Theatre
5	8	Dress Circle	Vogue Theatre
6	8	Dress Circle	Vogue Theatre
7	8	Dress Circle	Vogue Theatre
8	8	Dress Circle	Vogue Theatre
9	8	Dress Circle	Vogue Theatre
10	8	Dress Circle	Vogue Theatre
11	8	Dress Circle	Vogue Theatre
12	8	Dress Circle	Vogue Theatre
13	8	Dress Circle	Vogue Theatre
14	8	Dress Circle	Vogue Theatre
15	8	Dress Circle	Vogue Theatre
16	8	Dress Circle	Vogue Theatre
17	8	Dress Circle	Vogue Theatre
18	8	Dress Circle	Vogue Theatre
19	8	Dress Circle	Vogue Theatre
20	8	Dress Circle	Vogue Theatre
21	8	Dress Circle	Vogue Theatre
22	8	Dress Circle	Vogue Theatre
23	8	Dress Circle	Vogue Theatre
24	8	Dress Circle	Vogue Theatre
25	8	Dress Circle	Vogue Theatre
1	9	Dress Circle	Vogue Theatre
2	9	Dress Circle	Vogue Theatre
3	9	Dress Circle	Vogue Theatre
4	9	Dress Circle	Vogue Theatre
5	9	Dress Circle	Vogue Theatre
6	9	Dress Circle	Vogue Theatre
7	9	Dress Circle	Vogue Theatre
8	9	Dress Circle	Vogue Theatre
9	9	Dress Circle	Vogue Theatre
10	9	Dress Circle	Vogue Theatre
11	9	Dress Circle	Vogue Theatre
12	9	Dress Circle	Vogue Theatre
13	9	Dress Circle	Vogue Theatre
14	9	Dress Circle	Vogue Theatre
15	9	Dress Circle	Vogue Theatre
16	9	Dress Circle	Vogue Theatre
17	9	Dress Circle	Vogue Theatre
18	9	Dress Circle	Vogue Theatre
19	9	Dress Circle	Vogue Theatre
20	9	Dress Circle	Vogue Theatre
21	9	Dress Circle	Vogue Theatre
22	9	Dress Circle	Vogue Theatre
23	9	Dress Circle	Vogue Theatre
24	9	Dress Circle	Vogue Theatre
25	9	Dress Circle	Vogue Theatre
1	10	Dress Circle	Vogue Theatre
2	10	Dress Circle	Vogue Theatre
3	10	Dress Circle	Vogue Theatre
4	10	Dress Circle	Vogue Theatre
5	10	Dress Circle	Vogue Theatre
6	10	Dress Circle	Vogue Theatre
7	10	Dress Circle	Vogue Theatre
8	10	Dress Circle	Vogue Theatre
9	10	Dress Circle	Vogue Theatre
10	10	Dress Circle	Vogue Theatre
11	10	Dress Circle	Vogue Theatre
12	10	Dress Circle	Vogue Theatre
13	10	Dress Circle	Vogue Theatre
14	10	Dress Circle	Vogue Theatre
15	10	Dress Circle	Vogue Theatre
16	10	Dress Circle	Vogue Theatre
17	10	Dress Circle	Vogue Theatre
18	10	Dress Circle	Vogue Theatre
19	10	Dress Circle	Vogue Theatre
20	10	Dress Circle	Vogue Theatre
21	10	Dress Circle	Vogue Theatre
22	10	Dress Circle	Vogue Theatre
23	10	Dress Circle	Vogue Theatre
24	10	Dress Circle	Vogue Theatre
25	10	Dress Circle	Vogue Theatre
1	11	Dress Circle	Vogue Theatre
2	11	Dress Circle	Vogue Theatre
3	11	Dress Circle	Vogue Theatre
4	11	Dress Circle	Vogue Theatre
5	11	Dress Circle	Vogue Theatre
6	11	Dress Circle	Vogue Theatre
7	11	Dress Circle	Vogue Theatre
8	11	Dress Circle	Vogue Theatre
9	11	Dress Circle	Vogue Theatre
10	11	Dress Circle	Vogue Theatre
11	11	Dress Circle	Vogue Theatre
12	11	Dress Circle	Vogue Theatre
13	11	Dress Circle	Vogue Theatre
14	11	Dress Circle	Vogue Theatre
15	11	Dress Circle	Vogue Theatre
16	11	Dress Circle	Vogue Theatre
17	11	Dress Circle	Vogue Theatre
18	11	Dress Circle	Vogue Theatre
19	11	Dress Circle	Vogue Theatre
20	11	Dress Circle	Vogue Theatre
21	11	Dress Circle	Vogue Theatre
22	11	Dress Circle	Vogue Theatre
23	11	Dress Circle	Vogue Theatre
24	11	Dress Circle	Vogue Theatre
25	11	Dress Circle	Vogue Theatre
1	12	Dress Circle	Vogue Theatre
2	12	Dress Circle	Vogue Theatre
3	12	Dress Circle	Vogue Theatre
4	12	Dress Circle	Vogue Theatre
5	12	Dress Circle	Vogue Theatre
6	12	Dress Circle	Vogue Theatre
7	12	Dress Circle	Vogue Theatre
8	12	Dress Circle	Vogue Theatre
9	12	Dress Circle	Vogue Theatre
10	12	Dress Circle	Vogue Theatre
11	12	Dress Circle	Vogue Theatre
12	12	Dress Circle	Vogue Theatre
13	12	Dress Circle	Vogue Theatre
14	12	Dress Circle	Vogue Theatre
15	12	Dress Circle	Vogue Theatre
16	12	Dress Circle	Vogue Theatre
17	12	Dress Circle	Vogue Theatre
18	12	Dress Circle	Vogue Theatre
19	12	Dress Circle	Vogue Theatre
20	12	Dress Circle	Vogue Theatre
21	12	Dress Circle	Vogue Theatre
22	12	Dress Circle	Vogue Theatre
23	12	Dress Circle	Vogue Theatre
24	12	Dress Circle	Vogue Theatre
25	12	Dress Circle	Vogue Theatre
1	13	Dress Circle	Vogue Theatre
2	13	Dress Circle	Vogue Theatre
3	13	Dress Circle	Vogue Theatre
4	13	Dress Circle	Vogue Theatre
5	13	Dress Circle	Vogue Theatre
6	13	Dress Circle	Vogue Theatre
7	13	Dress Circle	Vogue Theatre
8	13	Dress Circle	Vogue Theatre
9	13	Dress Circle	Vogue Theatre
10	13	Dress Circle	Vogue Theatre
11	13	Dress Circle	Vogue Theatre
12	13	Dress Circle	Vogue Theatre
13	13	Dress Circle	Vogue Theatre
14	13	Dress Circle	Vogue Theatre
15	13	Dress Circle	Vogue Theatre
16	13	Dress Circle	Vogue Theatre
17	13	Dress Circle	Vogue Theatre
18	13	Dress Circle	Vogue Theatre
19	13	Dress Circle	Vogue Theatre
20	13	Dress Circle	Vogue Theatre
21	13	Dress Circle	Vogue Theatre
22	13	Dress Circle	Vogue Theatre
23	13	Dress Circle	Vogue Theatre
24	13	Dress Circle	Vogue Theatre
