tid	face_value	cancel_datetime	oid
2407	47.00	\N	677
2408	47.00	\N	677
2409	47.00	\N	678
2410	47.00	\N	678
2411	47.00	\N	678
2412	47.00	\N	678
2413	47.00	\N	678
2414	47.00	\N	678
2415	47.00	\N	679
2416	47.00	\N	679
2417	47.00	\N	679
2418	47.00	\N	680
2419	47.00	\N	680
2420	47.00	\N	680
2421	47.00	\N	681
2422	47.00	\N	681
2423	47.00	\N	681
2424	47.00	\N	682
2425	47.00	\N	682
2426	47.00	\N	682
2427	47.00	\N	682
2428	47.00	\N	682
2429	47.00	\N	683
2430	47.00	\N	683
2431	47.00	\N	683
2432	47.00	\N	683
2433	47.00	\N	683
2434	47.00	\N	684
2435	47.00	\N	684
2436	47.00	\N	684
2437	47.00	\N	684
2438	47.00	\N	684
2439	47.00	\N	685
2440	47.00	\N	685
2441	47.00	\N	685
2442	47.00	\N	686
2443	47.00	\N	686
2444	47.00	\N	686
2445	47.00	\N	686
2446	47.00	\N	686
2447	47.00	\N	686
2448	47.00	\N	687
2449	47.00	\N	687
2450	47.00	\N	687
2451	47.00	\N	687
2452	47.00	\N	687
2453	47.00	\N	688
2454	47.00	\N	688
2455	47.00	\N	688
2456	47.00	\N	689
2457	47.00	\N	689
2458	47.00	\N	690
2459	47.00	\N	690
2460	47.00	\N	691
2461	47.00	\N	691
2462	47.00	\N	691
2463	47.00	\N	691
2464	47.00	\N	692
2465	47.00	\N	692
2466	47.00	\N	692
2467	47.00	\N	693
2468	47.00	\N	693
2469	47.00	\N	693
2470	47.00	\N	693
2471	47.00	\N	694
2472	47.00	\N	694
2473	47.00	\N	695
2474	47.00	\N	695
2475	47.00	\N	695
2476	47.00	\N	696
2477	47.00	\N	696
2478	47.00	\N	696
2479	47.00	\N	696
2480	47.00	\N	697
2481	47.00	\N	697
2482	47.00	\N	698
2483	47.00	\N	698
2484	47.00	\N	698
2485	47.00	\N	698
2486	47.00	\N	699
2487	47.00	\N	699
2488	47.00	\N	699
2489	47.00	\N	699
2490	47.00	\N	699
2491	47.00	\N	699
2492	47.00	\N	700
2493	47.00	\N	700
2494	47.00	\N	700
2495	47.00	\N	700
2496	47.00	\N	701
2497	47.00	\N	701
2498	47.00	\N	701
2499	47.00	\N	702
2500	47.00	\N	702
2501	47.00	\N	703
2502	47.00	\N	703
2503	47.00	\N	703
2504	47.00	\N	703
2505	47.00	\N	703
2506	47.00	\N	704
2507	47.00	\N	704
2508	47.00	\N	704
2509	47.00	\N	705
2510	47.00	\N	705
2511	47.00	\N	705
2512	47.00	\N	706
2513	47.00	\N	706
2514	47.00	\N	707
2515	47.00	\N	707
2516	47.00	\N	707
2517	47.00	\N	707
2518	47.00	\N	708
2519	47.00	\N	708
2520	47.00	\N	708
2521	47.00	\N	708
2522	47.00	\N	708
2523	47.00	\N	708
2524	47.00	\N	709
2525	47.00	\N	709
2526	47.00	\N	709
2527	47.00	\N	709
2528	47.00	\N	709
2529	47.00	\N	710
2530	47.00	\N	710
2531	47.00	\N	710
2532	47.00	\N	710
2533	47.00	\N	710
2534	47.00	\N	711
2535	47.00	\N	711
2536	47.00	\N	711
2537	47.00	\N	711
2538	47.00	\N	711
2539	47.00	\N	712
2540	47.00	\N	712
2541	47.00	\N	712
2542	47.00	\N	712
2543	47.00	\N	712
2544	47.00	\N	713
2545	47.00	\N	713
2546	47.00	\N	714
2547	47.00	\N	714
2548	47.00	\N	715
2549	47.00	\N	715
2550	47.00	\N	715
2551	47.00	\N	715
2552	47.00	\N	715
2553	47.00	\N	716
2554	47.00	\N	716
2555	47.00	\N	716
2556	47.00	\N	716
2557	47.00	\N	717
2558	47.00	\N	717
2559	47.00	\N	717
2560	47.00	\N	717
2561	47.00	\N	717
2562	47.00	\N	717
2563	47.00	\N	718
2564	47.00	\N	718
2565	47.00	\N	718
2566	47.00	\N	718
2567	47.00	\N	718
2568	47.00	\N	718
2569	47.00	\N	719
2570	47.00	\N	719
2571	47.00	\N	720
2572	47.00	\N	720
2573	47.00	\N	720
2574	47.00	\N	720
2575	47.00	\N	721
2576	47.00	\N	721
2577	47.00	\N	721
2578	47.00	\N	721
2579	47.00	\N	722
2580	47.00	\N	722
2581	47.00	\N	722
2582	47.00	\N	722
2583	47.00	\N	723
2584	47.00	\N	723
2585	47.00	\N	723
2586	47.00	\N	723
2587	47.00	\N	724
2588	47.00	\N	724
2589	47.00	\N	724
2590	47.00	\N	725
2591	47.00	\N	725
2592	47.00	\N	725
2593	47.00	\N	725
2594	47.00	\N	725
2595	47.00	\N	726
2596	47.00	\N	726
2597	47.00	\N	726
2598	47.00	\N	727
2599	47.00	\N	727
2600	47.00	\N	727
2601	47.00	\N	727
2602	47.00	\N	727
2603	47.00	\N	727
2604	47.00	\N	728
2605	47.00	\N	728
2606	47.00	\N	728
2607	47.00	\N	728
2608	47.00	\N	729
2609	47.00	\N	729
2610	47.00	\N	729
2611	47.00	\N	729
2612	47.00	\N	730
2613	47.00	\N	730
2614	47.00	\N	731
2615	47.00	\N	731
2616	47.00	\N	731
2617	47.00	\N	732
2618	47.00	\N	732
2619	47.00	\N	732
2620	47.00	\N	732
2621	47.00	\N	733
2622	47.00	\N	733
2623	47.00	\N	733
2624	47.00	\N	733
2625	47.00	\N	734
2626	47.00	\N	734
2627	47.00	\N	734
2628	47.00	\N	734
2629	47.00	\N	735
2630	47.00	\N	735
2631	47.00	\N	735
2632	47.00	\N	735
2633	47.00	\N	735
2634	47.00	\N	735
2635	47.00	\N	736
2636	47.00	\N	736
2637	47.00	\N	736
2638	47.00	\N	736
2639	47.00	\N	737
2640	47.00	\N	737
2641	47.00	\N	737
2642	47.00	\N	737
2643	47.00	\N	737
2644	47.00	\N	737
2645	47.00	\N	738
2646	47.00	\N	738
2647	47.00	\N	738
2648	47.00	\N	739
2649	47.00	\N	739
2650	47.00	\N	739
2651	47.00	\N	739
2652	47.00	\N	739
2653	47.00	\N	740
2654	47.00	\N	740
2655	47.00	\N	740
2656	47.00	\N	741
2657	47.00	\N	741
2658	47.00	\N	741
2659	47.00	\N	742
2660	47.00	\N	742
2661	47.00	\N	742
2662	47.00	\N	742
2663	47.00	\N	742
2664	47.00	\N	742
2665	47.00	\N	743
2666	47.00	\N	743
2667	47.00	\N	743
2668	47.00	\N	743
2669	47.00	\N	744
2670	47.00	\N	744
2671	47.00	\N	745
2672	47.00	\N	745
2673	47.00	\N	746
2674	47.00	\N	746
2675	47.00	\N	746
2676	47.00	\N	746
2677	47.00	\N	746
2678	47.00	\N	747
2679	47.00	\N	747
2680	47.00	\N	747
2681	47.00	\N	748
2682	47.00	\N	748
2683	47.00	\N	748
2684	47.00	\N	748
2685	47.00	\N	748
2686	47.00	\N	749
2687	47.00	\N	749
2688	47.00	\N	750
2689	47.00	\N	750
2690	47.00	\N	751
2691	47.00	\N	751
2692	47.00	\N	751
2693	47.00	\N	751
2694	47.00	\N	751
2695	47.00	\N	751
2696	47.00	\N	752
2697	47.00	\N	752
2698	47.00	\N	752
2699	47.00	\N	752
2700	47.00	\N	752
2701	47.00	\N	752
2702	47.00	\N	753
2703	47.00	\N	753
2704	47.00	\N	754
2705	47.00	\N	754
2706	47.00	\N	754
2707	47.00	\N	754
2708	47.00	\N	754
2709	47.00	\N	755
2710	47.00	\N	755
2711	47.00	\N	755
2712	47.00	\N	756
2713	47.00	\N	756
2714	47.00	\N	757
2715	47.00	\N	757
2716	47.00	\N	758
2717	47.00	\N	758
2718	47.00	\N	758
2719	47.00	\N	759
2720	47.00	\N	759
2721	47.00	\N	759
2722	47.00	\N	759
2723	47.00	\N	759
2724	47.00	\N	760
2725	47.00	\N	760
2726	47.00	\N	760
2727	47.00	\N	760
2728	47.00	\N	761
2729	47.00	\N	761
2730	47.00	\N	761
2731	47.00	\N	761
2732	49.00	\N	762
2733	49.00	\N	762
2734	49.00	\N	762
2735	49.00	\N	762
2736	49.00	\N	763
2737	49.00	\N	763
2738	49.00	\N	763
2739	49.00	\N	764
2740	49.00	\N	764
2741	49.00	\N	764
2742	49.00	\N	765
2743	49.00	\N	765
2744	49.00	\N	765
2745	49.00	\N	765
2746	49.00	\N	765
2747	49.00	\N	765
2748	49.00	\N	766
2749	49.00	\N	766
2750	49.00	\N	766
2751	49.00	\N	766
2752	49.00	\N	767
2753	49.00	\N	767
2754	49.00	\N	768
2755	49.00	\N	768
2756	49.00	\N	769
2757	49.00	\N	769
2758	49.00	\N	769
2759	49.00	\N	769
2760	49.00	\N	770
2761	49.00	\N	770
2762	49.00	\N	770
2763	49.00	\N	770
2764	49.00	\N	770
2765	49.00	\N	770
2766	49.00	\N	771
2767	49.00	\N	771
2768	49.00	\N	772
2769	49.00	\N	772
2770	49.00	\N	772
2771	49.00	\N	772
2772	49.00	\N	773
2773	49.00	\N	773
2774	49.00	\N	773
2775	49.00	\N	773
2776	49.00	\N	773
2777	49.00	\N	774
2778	49.00	\N	774
2779	49.00	\N	775
2780	49.00	\N	775
2781	49.00	\N	775
2782	49.00	\N	775
2783	49.00	\N	775
2784	49.00	\N	775
2785	49.00	\N	776
2786	49.00	\N	776
2787	49.00	\N	777
2788	49.00	\N	777
2789	49.00	\N	778
2790	49.00	\N	778
2791	49.00	\N	778
2792	49.00	\N	778
2793	49.00	\N	778
2794	49.00	\N	778
2795	49.00	\N	779
2796	49.00	\N	779
2797	49.00	\N	779
2798	49.00	\N	779
2799	49.00	\N	779
2800	49.00	\N	780
2801	49.00	\N	780
2802	49.00	\N	780
2803	49.00	\N	780
2804	49.00	\N	780
2805	49.00	\N	780
2806	49.00	\N	781
2807	49.00	\N	781
2808	49.00	\N	781
2809	49.00	\N	782
2810	49.00	\N	782
2811	49.00	\N	782
2812	49.00	\N	782
2813	49.00	\N	782
2814	49.00	\N	782
2815	49.00	\N	783
2816	49.00	\N	783
2817	49.00	\N	784
2818	49.00	\N	784
2819	49.00	\N	785
2820	49.00	\N	785
2821	49.00	\N	785
2822	49.00	\N	786
2823	49.00	\N	786
2824	49.00	\N	786
2825	49.00	\N	786
2826	49.00	\N	787
2827	49.00	\N	787
2828	49.00	\N	788
2829	49.00	\N	788
2830	49.00	\N	788
2831	49.00	\N	789
2832	49.00	\N	789
2833	49.00	\N	790
2834	49.00	\N	790
2835	49.00	\N	791
2836	49.00	\N	791
2837	49.00	\N	791
2838	49.00	\N	791
2839	49.00	\N	791
2840	49.00	\N	791
2841	49.00	\N	792
2842	49.00	\N	792
2843	49.00	\N	792
2844	49.00	\N	793
2845	49.00	\N	793
2846	49.00	\N	793
2847	49.00	\N	793
2848	49.00	\N	794
2849	49.00	\N	794
2850	49.00	\N	794
2851	49.00	\N	794
2852	49.00	\N	794
2853	49.00	\N	794
2854	49.00	\N	795
2855	49.00	\N	795
2856	49.00	\N	795
2857	49.00	\N	795
2858	49.00	\N	796
2859	49.00	\N	796
2860	49.00	\N	796
2861	49.00	\N	796
2862	49.00	\N	797
2863	49.00	\N	797
2864	49.00	\N	797
2865	49.00	\N	798
2866	49.00	\N	798
2867	49.00	\N	798
2868	49.00	\N	798
2869	49.00	\N	798
2870	49.00	\N	799
2871	49.00	\N	799
2872	49.00	\N	799
2873	49.00	\N	799
2874	49.00	\N	799
2875	49.00	\N	799
2876	49.00	\N	800
2877	49.00	\N	800
2878	49.00	\N	801
2879	49.00	\N	801
2880	49.00	\N	801
2881	49.00	\N	801
2882	49.00	\N	801
2883	49.00	\N	801
2884	49.00	\N	802
2885	49.00	\N	802
2886	49.00	\N	802
2887	49.00	\N	802
2888	49.00	\N	802
2889	49.00	\N	803
2890	49.00	\N	803
2891	49.00	\N	803
2892	49.00	\N	803
2893	49.00	\N	803
2894	49.00	\N	803
2895	49.00	\N	804
2896	49.00	\N	804
2897	49.00	\N	804
2898	49.00	\N	804
2899	49.00	\N	804
2900	49.00	\N	804
2901	49.00	\N	805
2902	49.00	\N	805
2903	49.00	\N	806
2904	49.00	\N	806
2905	49.00	\N	806
2906	49.00	\N	807
2907	49.00	\N	807
2908	49.00	\N	807
2909	49.00	\N	807
2910	49.00	\N	808
2911	49.00	\N	808
2912	49.00	\N	808
2913	49.00	\N	809
2914	49.00	\N	809
2915	49.00	\N	809
2916	49.00	\N	810
2917	49.00	\N	810
2918	49.00	\N	810
2919	49.00	\N	810
2920	49.00	\N	810
2921	49.00	\N	811
2922	49.00	\N	811
2923	49.00	\N	811
2924	49.00	\N	812
2925	49.00	\N	812
2926	49.00	\N	812
2927	49.00	\N	813
2928	49.00	\N	813
2929	49.00	\N	813
2930	49.00	\N	813
2931	49.00	\N	813
2932	49.00	\N	813
2933	49.00	\N	814
2934	49.00	\N	814
2935	49.00	\N	814
2936	49.00	\N	814
2937	49.00	\N	814
2938	49.00	\N	814
2939	49.00	\N	815
2940	49.00	\N	815
2941	49.00	\N	815
2942	49.00	\N	816
2943	49.00	\N	816
2944	49.00	\N	816
2945	49.00	\N	816
2946	49.00	\N	816
2947	49.00	\N	816
2948	49.00	\N	817
2949	49.00	\N	817
2950	49.00	\N	818
2951	49.00	\N	818
2952	49.00	\N	819
2953	49.00	\N	819
2954	49.00	\N	819
2955	49.00	\N	819
2956	49.00	\N	820
2957	49.00	\N	820
2958	49.00	\N	820
2959	49.00	\N	821
2960	49.00	\N	821
2961	49.00	\N	821
2962	49.00	\N	821
2963	49.00	\N	822
2964	49.00	\N	822
2965	49.00	\N	822
2966	49.00	\N	822
2967	49.00	\N	822
2968	49.00	\N	823
2969	49.00	\N	823
2970	49.00	\N	823
2971	49.00	\N	823
2972	49.00	\N	823
2973	49.00	\N	823
2974	49.00	\N	824
2975	49.00	\N	824
2976	49.00	\N	824
2977	49.00	\N	824
2978	49.00	\N	824
2979	49.00	\N	825
2980	49.00	\N	825
2981	49.00	\N	825
2982	49.00	\N	825
2983	49.00	\N	825
2984	49.00	\N	826
2985	49.00	\N	826
2986	49.00	\N	826
2987	49.00	\N	826
2988	49.00	\N	826
2989	49.00	\N	827
2990	49.00	\N	827
2991	49.00	\N	827
2992	49.00	\N	827
2993	49.00	\N	827
2994	49.00	\N	828
2995	49.00	\N	828
2996	49.00	\N	828
2997	49.00	\N	828
2998	49.00	\N	828
2999	49.00	\N	828
3000	49.00	\N	829
3001	49.00	\N	829
3002	49.00	\N	830
3003	49.00	\N	830
3004	49.00	\N	831
3005	49.00	\N	831
3006	49.00	\N	831
3007	49.00	\N	831
3008	49.00	\N	832
3009	49.00	\N	832
3010	49.00	\N	832
3011	49.00	\N	832
3012	49.00	\N	832
3013	49.00	\N	833
3014	49.00	\N	833
3015	49.00	\N	833
3016	49.00	\N	834
3017	49.00	\N	834
3018	49.00	\N	834
3019	49.00	\N	834
3020	49.00	\N	834
3021	49.00	\N	835
3022	49.00	\N	835
3023	49.00	\N	835
3024	49.00	\N	835
3025	49.00	\N	835
3026	49.00	\N	835
3027	49.00	\N	836
3028	49.00	\N	836
3029	49.00	\N	836
3030	49.00	\N	836
3031	49.00	\N	836
3032	49.00	\N	836
3033	49.00	\N	837
3034	49.00	\N	837
3035	49.00	\N	837
3036	49.00	\N	837
3037	49.00	\N	837
3038	49.00	\N	838
3039	49.00	\N	838
3040	49.00	\N	838
3041	49.00	\N	838
3042	49.00	\N	839
3043	49.00	\N	839
3044	49.00	\N	840
3045	49.00	\N	840
3046	49.00	\N	840
3047	49.00	\N	840
3048	49.00	\N	840
3049	49.00	\N	840
3050	49.00	\N	841
3051	49.00	\N	841
3052	49.00	\N	841
3053	49.00	\N	842
3054	49.00	\N	842
3055	49.00	\N	842
3056	49.00	\N	842
3057	49.00	\N	843
3058	49.00	\N	843
3059	49.00	\N	843
3060	49.00	\N	843
3061	49.00	\N	843
3062	49.00	\N	843
3063	49.00	\N	844
3064	49.00	\N	844
3065	49.00	\N	844
3066	49.00	\N	844
3067	49.00	\N	845
3068	49.00	\N	845
3069	49.00	\N	845
3070	49.00	\N	845
3071	49.00	\N	845
3072	49.00	\N	845
3073	49.00	\N	846
3074	49.00	\N	846
3075	49.00	\N	846
3076	49.00	\N	847
3077	49.00	\N	847
3078	49.00	\N	847
3079	49.00	\N	847
3080	49.00	\N	848
3081	49.00	\N	848
3082	49.00	\N	848
3083	49.00	\N	848
3084	49.00	\N	849
3085	49.00	\N	849
3086	49.00	\N	850
3087	49.00	\N	850
3088	49.00	\N	850
3089	49.00	\N	850
3090	49.00	\N	850
3091	49.00	\N	850
3092	49.00	\N	851
3093	49.00	\N	851
3094	49.00	\N	851
3095	49.00	\N	852
3096	49.00	\N	852
3097	49.00	\N	852
3098	49.00	\N	852
3099	49.00	\N	852
3100	49.00	\N	852
3101	49.00	\N	853
3102	49.00	\N	853
3103	49.00	\N	853
3104	49.00	\N	853
3105	49.00	\N	854
3106	49.00	\N	854
3107	49.00	\N	854
3108	49.00	\N	854
3109	49.00	\N	854
3110	49.00	\N	855
3111	49.00	\N	855
3112	49.00	\N	855
3113	49.00	\N	855
3114	49.00	\N	856
3115	49.00	\N	856
3116	49.00	\N	856
3117	49.00	\N	857
3118	49.00	\N	857
3119	49.00	\N	857
3120	49.00	\N	857
3121	49.00	\N	858
3122	49.00	\N	858
3123	49.00	\N	858
3124	49.00	\N	858
3125	49.00	\N	858
3126	49.00	\N	859
3127	49.00	\N	859
3128	49.00	\N	859
3129	49.00	\N	859
3130	49.00	\N	859
3131	49.00	\N	859
3132	49.00	\N	860
3133	49.00	\N	860
3134	49.00	\N	860
3135	49.00	\N	860
3136	49.00	\N	860
3137	49.00	\N	860
3138	49.00	\N	861
3139	49.00	\N	861
3140	49.00	\N	862
3141	49.00	\N	862
3142	49.00	\N	862
3143	49.00	\N	863
3144	49.00	\N	863
3145	49.00	\N	864
3146	49.00	\N	864
3147	49.00	\N	864
3148	49.00	\N	864
3149	49.00	\N	865
3150	49.00	\N	865
3151	49.00	\N	865
3152	49.00	\N	866
3153	49.00	\N	866
3154	49.00	\N	866
3155	49.00	\N	866
3156	49.00	\N	866
3157	49.00	\N	867
3158	49.00	\N	867
3159	49.00	\N	867
3160	49.00	\N	867
3161	49.00	\N	868
3162	49.00	\N	868
3163	49.00	\N	868
3164	49.00	\N	869
3165	49.00	\N	869
3166	49.00	\N	869
3167	49.00	\N	869
3168	49.00	\N	870
3169	49.00	\N	870
3170	49.00	\N	870
3171	49.00	\N	871
3172	49.00	\N	871
3173	49.00	\N	871
3174	49.00	\N	872
3175	49.00	\N	872
3176	49.00	\N	872
3177	49.00	\N	872
3178	49.00	\N	872
3179	49.00	\N	872
3180	49.00	\N	873
3181	49.00	\N	873
3182	49.00	\N	873
3183	49.00	\N	873
3184	49.00	\N	873
3185	49.00	\N	873
3186	49.00	\N	874
3187	49.00	\N	874
3188	49.00	\N	874
3189	49.00	\N	874
3190	49.00	\N	874
3191	49.00	\N	875
3192	49.00	\N	875
3193	49.00	\N	876
3194	49.00	\N	876
3195	49.00	\N	876
3196	49.00	\N	877
3197	49.00	\N	877
3198	49.00	\N	877
3199	49.00	\N	877
3200	49.00	\N	877
3201	49.00	\N	878
3202	49.00	\N	878
3203	49.00	\N	878
3204	49.00	\N	879
3205	49.00	\N	879
3206	49.00	\N	879
3207	49.00	\N	880
3208	49.00	\N	880
3209	49.00	\N	880
3210	49.00	\N	880
3211	49.00	\N	880
3212	49.00	\N	880
3213	49.00	\N	881
3214	49.00	\N	881
3215	49.00	\N	881
3216	49.00	\N	881
3217	49.00	\N	882
3218	49.00	\N	882
3219	49.00	\N	882
3220	49.00	\N	882
3221	49.00	\N	883
3222	49.00	\N	883
3223	49.00	\N	883
3224	49.00	\N	884
3225	49.00	\N	884
3226	49.00	\N	884
3227	49.00	\N	884
3228	49.00	\N	885
3229	49.00	\N	885
3230	49.00	\N	885
3231	49.00	\N	886
3232	49.00	\N	886
3233	49.00	\N	886
3234	49.00	\N	887
3235	49.00	\N	887
3236	49.00	\N	887
3237	49.00	\N	887
3238	49.00	\N	887
3239	49.00	\N	888
3240	49.00	\N	888
3241	49.00	\N	888
3242	49.00	\N	888
3243	49.00	\N	889
3244	49.00	\N	889
3245	49.00	\N	889
3246	49.00	\N	889
3247	49.00	\N	889
3248	49.00	\N	890
3249	49.00	\N	890
3250	49.00	\N	890
3251	49.00	\N	890
3252	49.00	\N	890
3253	49.00	\N	890
3254	49.00	\N	891
3255	49.00	\N	891
3256	49.00	\N	891
3257	49.00	\N	892
3258	49.00	\N	892
3259	49.00	\N	892
3260	49.00	\N	892
3261	49.00	\N	893
3262	49.00	\N	893
3263	49.00	\N	894
3264	49.00	\N	894
3265	49.00	\N	894
3266	49.00	\N	894
3267	49.00	\N	894
3268	49.00	\N	895
3269	49.00	\N	895
3270	49.00	\N	895
3271	49.00	\N	895
3272	49.00	\N	896
3273	49.00	\N	896
3274	49.00	\N	897
3275	49.00	\N	897
3276	49.00	\N	897
3277	49.00	\N	897
3278	49.00	\N	897
3279	49.00	\N	897
3280	49.00	\N	898
3281	49.00	\N	898
3282	49.00	\N	898
3283	49.00	\N	899
3284	49.00	\N	899
3285	49.00	\N	900
3286	49.00	\N	900
3287	49.00	\N	901
3288	49.00	\N	901
3289	49.00	\N	901
3290	49.00	\N	901
3291	49.00	\N	901
3292	49.00	\N	902
3293	49.00	\N	902
3294	49.00	\N	903
3295	49.00	\N	903
3296	49.00	\N	904
3297	49.00	\N	904
3298	49.00	\N	905
3299	49.00	\N	905
3300	49.00	\N	905
3301	49.00	\N	905
3302	49.00	\N	905
3303	49.00	\N	906
3304	49.00	\N	906
3305	49.00	\N	907
3306	49.00	\N	907
3307	49.00	\N	907
3308	49.00	\N	907
3309	49.00	\N	908
3310	49.00	\N	908
3311	49.00	\N	909
3312	49.00	\N	909
3313	49.00	\N	910
3314	49.00	\N	910
3315	49.00	\N	910
3316	49.00	\N	911
3317	49.00	\N	911
3318	49.00	\N	912
3319	49.00	\N	912
3320	49.00	\N	912
3321	49.00	\N	913
3322	49.00	\N	913
3323	49.00	\N	913
3324	49.00	\N	913
3325	49.00	\N	914
3326	49.00	\N	914
3327	49.00	\N	915
3328	49.00	\N	915
3329	49.00	\N	916
3330	49.00	\N	916
3331	49.00	\N	916
3332	49.00	\N	916
3333	49.00	\N	916
3334	49.00	\N	917
3335	49.00	\N	917
3336	49.00	\N	917
3337	49.00	\N	917
3338	49.00	\N	917
3339	49.00	\N	918
3340	49.00	\N	918
3341	49.00	\N	918
3342	49.00	\N	918
3343	49.00	\N	918
3344	49.00	\N	919
3345	49.00	\N	919
3346	49.00	\N	919
3347	49.00	\N	919
3348	49.00	\N	919
3349	49.00	\N	920
3350	49.00	\N	920
3351	49.00	\N	920
3352	45.00	\N	921
3353	45.00	\N	921
3354	45.00	\N	921
3355	45.00	\N	921
3356	45.00	\N	921
3357	45.00	\N	921
3358	45.00	\N	922
3359	45.00	\N	922
3360	45.00	\N	922
3361	45.00	\N	922
3362	45.00	\N	922
3363	45.00	\N	922
3364	45.00	\N	923
3365	45.00	\N	923
3366	45.00	\N	923
3367	45.00	\N	923
3368	45.00	\N	924
3369	45.00	\N	924
3370	45.00	\N	924
3371	45.00	\N	924
3372	45.00	\N	925
3373	45.00	\N	925
3374	45.00	\N	925
3375	45.00	\N	925
3376	45.00	\N	925
3377	45.00	\N	925
3378	45.00	\N	926
3379	45.00	\N	926
3380	45.00	\N	926
3381	45.00	\N	926
3382	45.00	\N	926
3383	45.00	\N	926
3384	45.00	\N	927
3385	45.00	\N	927
3386	45.00	\N	927
3387	45.00	\N	927
3388	45.00	\N	928
3389	45.00	\N	928
3390	45.00	\N	928
3391	45.00	\N	928
3392	45.00	\N	929
3393	45.00	\N	929
3394	45.00	\N	930
3395	45.00	\N	930
3396	45.00	\N	931
3397	45.00	\N	931
3398	45.00	\N	931
3399	45.00	\N	931
3400	45.00	\N	932
3401	45.00	\N	932
3402	45.00	\N	933
3403	45.00	\N	933
3404	45.00	\N	934
3405	45.00	\N	934
3406	45.00	\N	934
3407	45.00	\N	934
3408	45.00	\N	934
3409	45.00	\N	935
3410	45.00	\N	935
3411	45.00	\N	936
3412	45.00	\N	936
3413	45.00	\N	936
3414	45.00	\N	936
3415	45.00	\N	936
3416	45.00	\N	936
3417	45.00	\N	937
3418	45.00	\N	937
3419	45.00	\N	937
3420	45.00	\N	937
3421	45.00	\N	938
3422	45.00	\N	938
3423	45.00	\N	938
3424	45.00	\N	938
3425	45.00	\N	938
3426	45.00	\N	938
3427	45.00	\N	939
3428	45.00	\N	939
3429	45.00	\N	939
3430	45.00	\N	940
3431	45.00	\N	940
3432	45.00	\N	940
3433	45.00	\N	941
3434	45.00	\N	941
3435	45.00	\N	942
3436	45.00	\N	942
3437	45.00	\N	943
3438	45.00	\N	943
3439	45.00	\N	943
3440	45.00	\N	943
3441	45.00	\N	944
3442	45.00	\N	944
3443	45.00	\N	944
3444	45.00	\N	944
3445	45.00	\N	944
3446	45.00	\N	944
3447	45.00	\N	945
3448	45.00	\N	945
3449	45.00	\N	946
3450	45.00	\N	946
3451	45.00	\N	947
3452	45.00	\N	947
3453	45.00	\N	947
3454	45.00	\N	947
3455	45.00	\N	947
3456	45.00	\N	947
3457	45.00	\N	948
3458	45.00	\N	948
3459	45.00	\N	948
3460	45.00	\N	948
3461	45.00	\N	949
3462	45.00	\N	949
3463	45.00	\N	949
3464	45.00	\N	949
3465	45.00	\N	949
3466	45.00	\N	949
3467	45.00	\N	950
3468	45.00	\N	950
3469	45.00	\N	950
3470	45.00	\N	950
3471	45.00	\N	950
3472	65.00	\N	951
3473	65.00	\N	951
3474	65.00	\N	952
3475	65.00	\N	952
3476	65.00	\N	952
3477	65.00	\N	952
3478	65.00	\N	952
3479	65.00	\N	952
3480	65.00	\N	953
3481	65.00	\N	953
3482	65.00	\N	953
3483	65.00	\N	953
3484	65.00	\N	953
3485	65.00	\N	953
3486	65.00	\N	954
3487	65.00	\N	954
3488	65.00	\N	954
3489	65.00	\N	954
3490	65.00	\N	954
3491	65.00	\N	954
3492	65.00	\N	955
3493	65.00	\N	955
3494	65.00	\N	955
3495	65.00	\N	955
3496	65.00	\N	955
3497	65.00	\N	956
3498	65.00	\N	956
3499	65.00	\N	957
3500	65.00	\N	957
3501	65.00	\N	957
3502	65.00	\N	957
3503	65.00	\N	957
3504	65.00	\N	957
3505	65.00	\N	958
3506	65.00	\N	958
3507	65.00	\N	958
3508	65.00	\N	959
3509	65.00	\N	959
3510	65.00	\N	959
3511	65.00	\N	959
3512	65.00	\N	959
3513	65.00	\N	960
3514	65.00	\N	960
3515	65.00	\N	960
3516	65.00	\N	961
3517	65.00	\N	961
3518	65.00	\N	961
3519	65.00	\N	961
3520	65.00	\N	961
3521	65.00	\N	962
3522	65.00	\N	962
3523	65.00	\N	962
3524	65.00	\N	962
3525	65.00	\N	963
3526	65.00	\N	963
3527	65.00	\N	963
3528	65.00	\N	963
3529	65.00	\N	963
3530	65.00	\N	964
3531	65.00	\N	964
3532	65.00	\N	964
3533	65.00	\N	964
3534	65.00	\N	964
3535	65.00	\N	965
3536	65.00	\N	965
3537	65.00	\N	965
3538	65.00	\N	965
3539	65.00	\N	965
3540	65.00	\N	965
3541	65.00	\N	966
3542	65.00	\N	966
3543	65.00	\N	966
3544	65.00	\N	966
3545	65.00	\N	966
3546	65.00	\N	966
3547	65.00	\N	967
3548	65.00	\N	967
3549	65.00	\N	967
3550	65.00	\N	968
3551	65.00	\N	968
3552	65.00	\N	968
3553	65.00	\N	968
3554	65.00	\N	968
3555	65.00	\N	969
3556	65.00	\N	969
3557	65.00	\N	969
3558	65.00	\N	969
3559	65.00	\N	969
3560	65.00	\N	969
3561	65.00	\N	970
3562	65.00	\N	970
3563	65.00	\N	970
3564	65.00	\N	971
3565	65.00	\N	971
3566	65.00	\N	971
3567	65.00	\N	972
3568	65.00	\N	972
3569	65.00	\N	973
3570	65.00	\N	973
3571	65.00	\N	973
