tid	seat	row	section_name	venue_name
3354	3	1	Balcony	Capitol Theatre Windsor
3355	4	1	Balcony	Capitol Theatre Windsor
3356	5	1	Balcony	Capitol Theatre Windsor
3357	6	1	Balcony	Capitol Theatre Windsor
3358	7	1	Balcony	Capitol Theatre Windsor
3359	8	1	Balcony	Capitol Theatre Windsor
3360	9	1	Balcony	Capitol Theatre Windsor
3361	10	1	Balcony	Capitol Theatre Windsor
3362	11	1	Balcony	Capitol Theatre Windsor
3363	12	1	Balcony	Capitol Theatre Windsor
3364	13	1	Balcony	Capitol Theatre Windsor
3365	14	1	Balcony	Capitol Theatre Windsor
3366	15	1	Balcony	Capitol Theatre Windsor
3367	16	1	Balcony	Capitol Theatre Windsor
3368	17	1	Balcony	Capitol Theatre Windsor
3369	18	1	Balcony	Capitol Theatre Windsor
3370	19	1	Balcony	Capitol Theatre Windsor
3371	20	1	Balcony	Capitol Theatre Windsor
3372	1	2	Balcony	Capitol Theatre Windsor
3373	2	2	Balcony	Capitol Theatre Windsor
3374	3	2	Balcony	Capitol Theatre Windsor
3375	4	2	Balcony	Capitol Theatre Windsor
3376	5	2	Balcony	Capitol Theatre Windsor
3377	6	2	Balcony	Capitol Theatre Windsor
3378	7	2	Balcony	Capitol Theatre Windsor
3379	8	2	Balcony	Capitol Theatre Windsor
3380	9	2	Balcony	Capitol Theatre Windsor
3381	10	2	Balcony	Capitol Theatre Windsor
3382	11	2	Balcony	Capitol Theatre Windsor
3383	12	2	Balcony	Capitol Theatre Windsor
3384	13	2	Balcony	Capitol Theatre Windsor
3385	14	2	Balcony	Capitol Theatre Windsor
3386	15	2	Balcony	Capitol Theatre Windsor
3387	16	2	Balcony	Capitol Theatre Windsor
3388	17	2	Balcony	Capitol Theatre Windsor
3389	18	2	Balcony	Capitol Theatre Windsor
3390	19	2	Balcony	Capitol Theatre Windsor
3391	20	2	Balcony	Capitol Theatre Windsor
3392	1	3	Balcony	Capitol Theatre Windsor
3393	2	3	Balcony	Capitol Theatre Windsor
3394	3	3	Balcony	Capitol Theatre Windsor
3395	4	3	Balcony	Capitol Theatre Windsor
3396	5	3	Balcony	Capitol Theatre Windsor
3397	6	3	Balcony	Capitol Theatre Windsor
3398	7	3	Balcony	Capitol Theatre Windsor
3399	8	3	Balcony	Capitol Theatre Windsor
3400	9	3	Balcony	Capitol Theatre Windsor
3401	10	3	Balcony	Capitol Theatre Windsor
3402	11	3	Balcony	Capitol Theatre Windsor
3403	12	3	Balcony	Capitol Theatre Windsor
3404	13	3	Balcony	Capitol Theatre Windsor
3405	14	3	Balcony	Capitol Theatre Windsor
3406	15	3	Balcony	Capitol Theatre Windsor
3407	16	3	Balcony	Capitol Theatre Windsor
3408	17	3	Balcony	Capitol Theatre Windsor
3409	18	3	Balcony	Capitol Theatre Windsor
3410	19	3	Balcony	Capitol Theatre Windsor
3411	20	3	Balcony	Capitol Theatre Windsor
3412	1	4	Balcony	Capitol Theatre Windsor
3413	2	4	Balcony	Capitol Theatre Windsor
3414	3	4	Balcony	Capitol Theatre Windsor
3415	4	4	Balcony	Capitol Theatre Windsor
3416	5	4	Balcony	Capitol Theatre Windsor
3417	6	4	Balcony	Capitol Theatre Windsor
3418	7	4	Balcony	Capitol Theatre Windsor
3419	8	4	Balcony	Capitol Theatre Windsor
3420	9	4	Balcony	Capitol Theatre Windsor
3421	10	4	Balcony	Capitol Theatre Windsor
3422	11	4	Balcony	Capitol Theatre Windsor
3423	12	4	Balcony	Capitol Theatre Windsor
3424	13	4	Balcony	Capitol Theatre Windsor
3425	14	4	Balcony	Capitol Theatre Windsor
3426	15	4	Balcony	Capitol Theatre Windsor
3427	16	4	Balcony	Capitol Theatre Windsor
3428	17	4	Balcony	Capitol Theatre Windsor
3429	18	4	Balcony	Capitol Theatre Windsor
3430	19	4	Balcony	Capitol Theatre Windsor
3431	20	4	Balcony	Capitol Theatre Windsor
3432	1	5	Balcony	Capitol Theatre Windsor
3433	2	5	Balcony	Capitol Theatre Windsor
3434	3	5	Balcony	Capitol Theatre Windsor
3435	4	5	Balcony	Capitol Theatre Windsor
3436	5	5	Balcony	Capitol Theatre Windsor
3437	6	5	Balcony	Capitol Theatre Windsor
3438	7	5	Balcony	Capitol Theatre Windsor
3439	8	5	Balcony	Capitol Theatre Windsor
3440	9	5	Balcony	Capitol Theatre Windsor
3441	10	5	Balcony	Capitol Theatre Windsor
3442	11	5	Balcony	Capitol Theatre Windsor
3443	12	5	Balcony	Capitol Theatre Windsor
3444	13	5	Balcony	Capitol Theatre Windsor
3445	14	5	Balcony	Capitol Theatre Windsor
3446	15	5	Balcony	Capitol Theatre Windsor
3447	16	5	Balcony	Capitol Theatre Windsor
3448	17	5	Balcony	Capitol Theatre Windsor
3449	18	5	Balcony	Capitol Theatre Windsor
3450	19	5	Balcony	Capitol Theatre Windsor
3451	20	5	Balcony	Capitol Theatre Windsor
3452	1	6	Balcony	Capitol Theatre Windsor
3453	2	6	Balcony	Capitol Theatre Windsor
3454	3	6	Balcony	Capitol Theatre Windsor
3455	4	6	Balcony	Capitol Theatre Windsor
3456	5	6	Balcony	Capitol Theatre Windsor
3457	6	6	Balcony	Capitol Theatre Windsor
3458	7	6	Balcony	Capitol Theatre Windsor
3459	8	6	Balcony	Capitol Theatre Windsor
3460	9	6	Balcony	Capitol Theatre Windsor
3461	10	6	Balcony	Capitol Theatre Windsor
3462	11	6	Balcony	Capitol Theatre Windsor
3463	12	6	Balcony	Capitol Theatre Windsor
3464	13	6	Balcony	Capitol Theatre Windsor
3465	14	6	Balcony	Capitol Theatre Windsor
3466	15	6	Balcony	Capitol Theatre Windsor
3467	16	6	Balcony	Capitol Theatre Windsor
3468	17	6	Balcony	Capitol Theatre Windsor
3469	18	6	Balcony	Capitol Theatre Windsor
3470	19	6	Balcony	Capitol Theatre Windsor
3471	20	6	Balcony	Capitol Theatre Windsor
3472	1	1	Main Floor	Capitol Theatre Windsor
3473	2	1	Main Floor	Capitol Theatre Windsor
3474	3	1	Main Floor	Capitol Theatre Windsor
3475	4	1	Main Floor	Capitol Theatre Windsor
3476	5	1	Main Floor	Capitol Theatre Windsor
3477	6	1	Main Floor	Capitol Theatre Windsor
3478	7	1	Main Floor	Capitol Theatre Windsor
3479	8	1	Main Floor	Capitol Theatre Windsor
3480	9	1	Main Floor	Capitol Theatre Windsor
3481	10	1	Main Floor	Capitol Theatre Windsor
3482	11	1	Main Floor	Capitol Theatre Windsor
3483	12	1	Main Floor	Capitol Theatre Windsor
3484	13	1	Main Floor	Capitol Theatre Windsor
3485	14	1	Main Floor	Capitol Theatre Windsor
3486	15	1	Main Floor	Capitol Theatre Windsor
3487	16	1	Main Floor	Capitol Theatre Windsor
3488	17	1	Main Floor	Capitol Theatre Windsor
3489	18	1	Main Floor	Capitol Theatre Windsor
3490	19	1	Main Floor	Capitol Theatre Windsor
3491	20	1	Main Floor	Capitol Theatre Windsor
3492	21	1	Main Floor	Capitol Theatre Windsor
3493	22	1	Main Floor	Capitol Theatre Windsor
3494	23	1	Main Floor	Capitol Theatre Windsor
3495	24	1	Main Floor	Capitol Theatre Windsor
3496	25	1	Main Floor	Capitol Theatre Windsor
3497	1	2	Main Floor	Capitol Theatre Windsor
3498	2	2	Main Floor	Capitol Theatre Windsor
3499	3	2	Main Floor	Capitol Theatre Windsor
3500	4	2	Main Floor	Capitol Theatre Windsor
3501	5	2	Main Floor	Capitol Theatre Windsor
3502	6	2	Main Floor	Capitol Theatre Windsor
3503	7	2	Main Floor	Capitol Theatre Windsor
3504	8	2	Main Floor	Capitol Theatre Windsor
3505	9	2	Main Floor	Capitol Theatre Windsor
3506	10	2	Main Floor	Capitol Theatre Windsor
3507	11	2	Main Floor	Capitol Theatre Windsor
3508	12	2	Main Floor	Capitol Theatre Windsor
3509	13	2	Main Floor	Capitol Theatre Windsor
3510	14	2	Main Floor	Capitol Theatre Windsor
3511	15	2	Main Floor	Capitol Theatre Windsor
3512	16	2	Main Floor	Capitol Theatre Windsor
3513	17	2	Main Floor	Capitol Theatre Windsor
3514	18	2	Main Floor	Capitol Theatre Windsor
3515	19	2	Main Floor	Capitol Theatre Windsor
3516	20	2	Main Floor	Capitol Theatre Windsor
3517	21	2	Main Floor	Capitol Theatre Windsor
3518	22	2	Main Floor	Capitol Theatre Windsor
3519	23	2	Main Floor	Capitol Theatre Windsor
3520	24	2	Main Floor	Capitol Theatre Windsor
3521	25	2	Main Floor	Capitol Theatre Windsor
3522	1	3	Main Floor	Capitol Theatre Windsor
3523	2	3	Main Floor	Capitol Theatre Windsor
3524	3	3	Main Floor	Capitol Theatre Windsor
3525	4	3	Main Floor	Capitol Theatre Windsor
3526	5	3	Main Floor	Capitol Theatre Windsor
3527	6	3	Main Floor	Capitol Theatre Windsor
3528	7	3	Main Floor	Capitol Theatre Windsor
3529	8	3	Main Floor	Capitol Theatre Windsor
3530	9	3	Main Floor	Capitol Theatre Windsor
3531	10	3	Main Floor	Capitol Theatre Windsor
3532	11	3	Main Floor	Capitol Theatre Windsor
3533	12	3	Main Floor	Capitol Theatre Windsor
3534	13	3	Main Floor	Capitol Theatre Windsor
3535	14	3	Main Floor	Capitol Theatre Windsor
3536	15	3	Main Floor	Capitol Theatre Windsor
3537	16	3	Main Floor	Capitol Theatre Windsor
3538	17	3	Main Floor	Capitol Theatre Windsor
3539	18	3	Main Floor	Capitol Theatre Windsor
3540	19	3	Main Floor	Capitol Theatre Windsor
3541	20	3	Main Floor	Capitol Theatre Windsor
3542	21	3	Main Floor	Capitol Theatre Windsor
3543	22	3	Main Floor	Capitol Theatre Windsor
3544	23	3	Main Floor	Capitol Theatre Windsor
3545	24	3	Main Floor	Capitol Theatre Windsor
3546	25	3	Main Floor	Capitol Theatre Windsor
3547	1	4	Main Floor	Capitol Theatre Windsor
3548	2	4	Main Floor	Capitol Theatre Windsor
3549	3	4	Main Floor	Capitol Theatre Windsor
3550	4	4	Main Floor	Capitol Theatre Windsor
3551	5	4	Main Floor	Capitol Theatre Windsor
3552	6	4	Main Floor	Capitol Theatre Windsor
3553	7	4	Main Floor	Capitol Theatre Windsor
3554	8	4	Main Floor	Capitol Theatre Windsor
3555	9	4	Main Floor	Capitol Theatre Windsor
3556	10	4	Main Floor	Capitol Theatre Windsor
3557	11	4	Main Floor	Capitol Theatre Windsor
3558	12	4	Main Floor	Capitol Theatre Windsor
3559	13	4	Main Floor	Capitol Theatre Windsor
3560	14	4	Main Floor	Capitol Theatre Windsor
3561	15	4	Main Floor	Capitol Theatre Windsor
3562	16	4	Main Floor	Capitol Theatre Windsor
3563	17	4	Main Floor	Capitol Theatre Windsor
3564	18	4	Main Floor	Capitol Theatre Windsor
3565	19	4	Main Floor	Capitol Theatre Windsor
3566	20	4	Main Floor	Capitol Theatre Windsor
3567	21	4	Main Floor	Capitol Theatre Windsor
3568	22	4	Main Floor	Capitol Theatre Windsor
3569	23	4	Main Floor	Capitol Theatre Windsor
3570	24	4	Main Floor	Capitol Theatre Windsor
3571	25	4	Main Floor	Capitol Theatre Windsor
3572	1	5	Main Floor	Capitol Theatre Windsor
3573	2	5	Main Floor	Capitol Theatre Windsor
3574	3	5	Main Floor	Capitol Theatre Windsor
3575	4	5	Main Floor	Capitol Theatre Windsor
3576	5	5	Main Floor	Capitol Theatre Windsor
3577	6	5	Main Floor	Capitol Theatre Windsor
3578	7	5	Main Floor	Capitol Theatre Windsor
3579	8	5	Main Floor	Capitol Theatre Windsor
3580	9	5	Main Floor	Capitol Theatre Windsor
3581	10	5	Main Floor	Capitol Theatre Windsor
3582	11	5	Main Floor	Capitol Theatre Windsor
3583	12	5	Main Floor	Capitol Theatre Windsor
3584	13	5	Main Floor	Capitol Theatre Windsor
3585	14	5	Main Floor	Capitol Theatre Windsor
3586	15	5	Main Floor	Capitol Theatre Windsor
3587	16	5	Main Floor	Capitol Theatre Windsor
3588	17	5	Main Floor	Capitol Theatre Windsor
3589	18	5	Main Floor	Capitol Theatre Windsor
3590	19	5	Main Floor	Capitol Theatre Windsor
3591	20	5	Main Floor	Capitol Theatre Windsor
3592	21	5	Main Floor	Capitol Theatre Windsor
3593	22	5	Main Floor	Capitol Theatre Windsor
3594	23	5	Main Floor	Capitol Theatre Windsor
3595	24	5	Main Floor	Capitol Theatre Windsor
3596	25	5	Main Floor	Capitol Theatre Windsor
3597	1	6	Main Floor	Capitol Theatre Windsor
3598	2	6	Main Floor	Capitol Theatre Windsor
3599	3	6	Main Floor	Capitol Theatre Windsor
3600	4	6	Main Floor	Capitol Theatre Windsor
3601	5	6	Main Floor	Capitol Theatre Windsor
3602	6	6	Main Floor	Capitol Theatre Windsor
3603	7	6	Main Floor	Capitol Theatre Windsor
3604	8	6	Main Floor	Capitol Theatre Windsor
3605	9	6	Main Floor	Capitol Theatre Windsor
3606	10	6	Main Floor	Capitol Theatre Windsor
3607	11	6	Main Floor	Capitol Theatre Windsor
3608	12	6	Main Floor	Capitol Theatre Windsor
3609	13	6	Main Floor	Capitol Theatre Windsor
3610	14	6	Main Floor	Capitol Theatre Windsor
3611	15	6	Main Floor	Capitol Theatre Windsor
3612	16	6	Main Floor	Capitol Theatre Windsor
3613	17	6	Main Floor	Capitol Theatre Windsor
3614	18	6	Main Floor	Capitol Theatre Windsor
3615	19	6	Main Floor	Capitol Theatre Windsor
3616	20	6	Main Floor	Capitol Theatre Windsor
3617	21	6	Main Floor	Capitol Theatre Windsor
3618	22	6	Main Floor	Capitol Theatre Windsor
3619	23	6	Main Floor	Capitol Theatre Windsor
3620	24	6	Main Floor	Capitol Theatre Windsor
3621	25	6	Main Floor	Capitol Theatre Windsor
3622	1	7	Main Floor	Capitol Theatre Windsor
3623	2	7	Main Floor	Capitol Theatre Windsor
3624	3	7	Main Floor	Capitol Theatre Windsor
3625	4	7	Main Floor	Capitol Theatre Windsor
3626	5	7	Main Floor	Capitol Theatre Windsor
3627	6	7	Main Floor	Capitol Theatre Windsor
3628	7	7	Main Floor	Capitol Theatre Windsor
3629	8	7	Main Floor	Capitol Theatre Windsor
3630	9	7	Main Floor	Capitol Theatre Windsor
3631	10	7	Main Floor	Capitol Theatre Windsor
3632	11	7	Main Floor	Capitol Theatre Windsor
3633	12	7	Main Floor	Capitol Theatre Windsor
3634	13	7	Main Floor	Capitol Theatre Windsor
3635	14	7	Main Floor	Capitol Theatre Windsor
3636	15	7	Main Floor	Capitol Theatre Windsor
3637	16	7	Main Floor	Capitol Theatre Windsor
3638	17	7	Main Floor	Capitol Theatre Windsor
3639	18	7	Main Floor	Capitol Theatre Windsor
3640	19	7	Main Floor	Capitol Theatre Windsor
3641	20	7	Main Floor	Capitol Theatre Windsor
3642	21	7	Main Floor	Capitol Theatre Windsor
3643	22	7	Main Floor	Capitol Theatre Windsor
3644	23	7	Main Floor	Capitol Theatre Windsor
3645	24	7	Main Floor	Capitol Theatre Windsor
3646	25	7	Main Floor	Capitol Theatre Windsor
3647	1	8	Main Floor	Capitol Theatre Windsor
3648	2	8	Main Floor	Capitol Theatre Windsor
3649	3	8	Main Floor	Capitol Theatre Windsor
3650	4	8	Main Floor	Capitol Theatre Windsor
3651	5	8	Main Floor	Capitol Theatre Windsor
3652	6	8	Main Floor	Capitol Theatre Windsor
3653	7	8	Main Floor	Capitol Theatre Windsor
3654	8	8	Main Floor	Capitol Theatre Windsor
3655	9	8	Main Floor	Capitol Theatre Windsor
3656	10	8	Main Floor	Capitol Theatre Windsor
3657	11	8	Main Floor	Capitol Theatre Windsor
3658	12	8	Main Floor	Capitol Theatre Windsor
3659	13	8	Main Floor	Capitol Theatre Windsor
3660	14	8	Main Floor	Capitol Theatre Windsor
3661	15	8	Main Floor	Capitol Theatre Windsor
3662	16	8	Main Floor	Capitol Theatre Windsor
3663	17	8	Main Floor	Capitol Theatre Windsor
3664	18	8	Main Floor	Capitol Theatre Windsor
3665	19	8	Main Floor	Capitol Theatre Windsor
3666	20	8	Main Floor	Capitol Theatre Windsor
3667	21	8	Main Floor	Capitol Theatre Windsor
3668	22	8	Main Floor	Capitol Theatre Windsor
3669	23	8	Main Floor	Capitol Theatre Windsor
3670	24	8	Main Floor	Capitol Theatre Windsor
3671	25	8	Main Floor	Capitol Theatre Windsor
3672	1	9	Main Floor	Capitol Theatre Windsor
3673	2	9	Main Floor	Capitol Theatre Windsor
3674	3	9	Main Floor	Capitol Theatre Windsor
3675	4	9	Main Floor	Capitol Theatre Windsor
3676	5	9	Main Floor	Capitol Theatre Windsor
3677	6	9	Main Floor	Capitol Theatre Windsor
3678	7	9	Main Floor	Capitol Theatre Windsor
3679	8	9	Main Floor	Capitol Theatre Windsor
3680	9	9	Main Floor	Capitol Theatre Windsor
3681	10	9	Main Floor	Capitol Theatre Windsor
3682	11	9	Main Floor	Capitol Theatre Windsor
3683	12	9	Main Floor	Capitol Theatre Windsor
3684	13	9	Main Floor	Capitol Theatre Windsor
3685	14	9	Main Floor	Capitol Theatre Windsor
3686	15	9	Main Floor	Capitol Theatre Windsor
3687	16	9	Main Floor	Capitol Theatre Windsor
3688	17	9	Main Floor	Capitol Theatre Windsor
3689	18	9	Main Floor	Capitol Theatre Windsor
3690	19	9	Main Floor	Capitol Theatre Windsor
3691	20	9	Main Floor	Capitol Theatre Windsor
3692	21	9	Main Floor	Capitol Theatre Windsor
3693	22	9	Main Floor	Capitol Theatre Windsor
3694	23	9	Main Floor	Capitol Theatre Windsor
3695	24	9	Main Floor	Capitol Theatre Windsor
3696	25	9	Main Floor	Capitol Theatre Windsor
3697	1	10	Main Floor	Capitol Theatre Windsor
3698	2	10	Main Floor	Capitol Theatre Windsor
3699	3	10	Main Floor	Capitol Theatre Windsor
3700	4	10	Main Floor	Capitol Theatre Windsor
3701	5	10	Main Floor	Capitol Theatre Windsor
3702	6	10	Main Floor	Capitol Theatre Windsor
3703	7	10	Main Floor	Capitol Theatre Windsor
3704	8	10	Main Floor	Capitol Theatre Windsor
3705	9	10	Main Floor	Capitol Theatre Windsor
3706	10	10	Main Floor	Capitol Theatre Windsor
3707	11	10	Main Floor	Capitol Theatre Windsor
3708	12	10	Main Floor	Capitol Theatre Windsor
3709	13	10	Main Floor	Capitol Theatre Windsor
3710	14	10	Main Floor	Capitol Theatre Windsor
3711	15	10	Main Floor	Capitol Theatre Windsor
3712	16	10	Main Floor	Capitol Theatre Windsor
3713	17	10	Main Floor	Capitol Theatre Windsor
3714	18	10	Main Floor	Capitol Theatre Windsor
3715	19	10	Main Floor	Capitol Theatre Windsor
3716	20	10	Main Floor	Capitol Theatre Windsor
3717	21	10	Main Floor	Capitol Theatre Windsor
3718	22	10	Main Floor	Capitol Theatre Windsor
3719	23	10	Main Floor	Capitol Theatre Windsor
3720	24	10	Main Floor	Capitol Theatre Windsor
3721	25	10	Main Floor	Capitol Theatre Windsor
3722	1	11	Main Floor	Capitol Theatre Windsor
3723	2	11	Main Floor	Capitol Theatre Windsor
3724	3	11	Main Floor	Capitol Theatre Windsor
3725	4	11	Main Floor	Capitol Theatre Windsor
3726	5	11	Main Floor	Capitol Theatre Windsor
3727	6	11	Main Floor	Capitol Theatre Windsor
3728	7	11	Main Floor	Capitol Theatre Windsor
3729	8	11	Main Floor	Capitol Theatre Windsor
3730	9	11	Main Floor	Capitol Theatre Windsor
3731	10	11	Main Floor	Capitol Theatre Windsor
3732	11	11	Main Floor	Capitol Theatre Windsor
3733	12	11	Main Floor	Capitol Theatre Windsor
3734	13	11	Main Floor	Capitol Theatre Windsor
3735	14	11	Main Floor	Capitol Theatre Windsor
3736	15	11	Main Floor	Capitol Theatre Windsor
3737	16	11	Main Floor	Capitol Theatre Windsor
3738	17	11	Main Floor	Capitol Theatre Windsor
3739	18	11	Main Floor	Capitol Theatre Windsor
3740	19	11	Main Floor	Capitol Theatre Windsor
3741	20	11	Main Floor	Capitol Theatre Windsor
3742	21	11	Main Floor	Capitol Theatre Windsor
3743	22	11	Main Floor	Capitol Theatre Windsor
3744	23	11	Main Floor	Capitol Theatre Windsor
3745	24	11	Main Floor	Capitol Theatre Windsor
3746	25	11	Main Floor	Capitol Theatre Windsor
3747	1	12	Main Floor	Capitol Theatre Windsor
3748	2	12	Main Floor	Capitol Theatre Windsor
3749	3	12	Main Floor	Capitol Theatre Windsor
3750	4	12	Main Floor	Capitol Theatre Windsor
3751	5	12	Main Floor	Capitol Theatre Windsor
3752	6	12	Main Floor	Capitol Theatre Windsor
3753	7	12	Main Floor	Capitol Theatre Windsor
3754	8	12	Main Floor	Capitol Theatre Windsor
3755	9	12	Main Floor	Capitol Theatre Windsor
3756	10	12	Main Floor	Capitol Theatre Windsor
3757	11	12	Main Floor	Capitol Theatre Windsor
3758	12	12	Main Floor	Capitol Theatre Windsor
3759	13	12	Main Floor	Capitol Theatre Windsor
3760	14	12	Main Floor	Capitol Theatre Windsor
3761	15	12	Main Floor	Capitol Theatre Windsor
3762	16	12	Main Floor	Capitol Theatre Windsor
3763	17	12	Main Floor	Capitol Theatre Windsor
3764	18	12	Main Floor	Capitol Theatre Windsor
3765	19	12	Main Floor	Capitol Theatre Windsor
3766	20	12	Main Floor	Capitol Theatre Windsor
3767	21	12	Main Floor	Capitol Theatre Windsor
3768	22	12	Main Floor	Capitol Theatre Windsor
3769	23	12	Main Floor	Capitol Theatre Windsor
3770	24	12	Main Floor	Capitol Theatre Windsor
3771	25	12	Main Floor	Capitol Theatre Windsor
3772	1	13	Main Floor	Capitol Theatre Windsor
3773	2	13	Main Floor	Capitol Theatre Windsor
3774	3	13	Main Floor	Capitol Theatre Windsor
3775	4	13	Main Floor	Capitol Theatre Windsor
3776	5	13	Main Floor	Capitol Theatre Windsor
3777	6	13	Main Floor	Capitol Theatre Windsor
3778	7	13	Main Floor	Capitol Theatre Windsor
3779	8	13	Main Floor	Capitol Theatre Windsor
3780	9	13	Main Floor	Capitol Theatre Windsor
3781	10	13	Main Floor	Capitol Theatre Windsor
3782	11	13	Main Floor	Capitol Theatre Windsor
3783	12	13	Main Floor	Capitol Theatre Windsor
3784	13	13	Main Floor	Capitol Theatre Windsor
3785	14	13	Main Floor	Capitol Theatre Windsor
3786	15	13	Main Floor	Capitol Theatre Windsor
3787	16	13	Main Floor	Capitol Theatre Windsor
3788	17	13	Main Floor	Capitol Theatre Windsor
3789	18	13	Main Floor	Capitol Theatre Windsor
3790	19	13	Main Floor	Capitol Theatre Windsor
3791	20	13	Main Floor	Capitol Theatre Windsor
3792	21	13	Main Floor	Capitol Theatre Windsor
3793	22	13	Main Floor	Capitol Theatre Windsor
3794	23	13	Main Floor	Capitol Theatre Windsor
3795	24	13	Main Floor	Capitol Theatre Windsor
3796	25	13	Main Floor	Capitol Theatre Windsor
3797	1	14	Main Floor	Capitol Theatre Windsor
3798	2	14	Main Floor	Capitol Theatre Windsor
3799	3	14	Main Floor	Capitol Theatre Windsor
3800	4	14	Main Floor	Capitol Theatre Windsor
3801	5	14	Main Floor	Capitol Theatre Windsor
3802	6	14	Main Floor	Capitol Theatre Windsor
3803	7	14	Main Floor	Capitol Theatre Windsor
3804	8	14	Main Floor	Capitol Theatre Windsor
3805	9	14	Main Floor	Capitol Theatre Windsor
3806	10	14	Main Floor	Capitol Theatre Windsor
3807	11	14	Main Floor	Capitol Theatre Windsor
3808	12	14	Main Floor	Capitol Theatre Windsor
3809	13	14	Main Floor	Capitol Theatre Windsor
3810	14	14	Main Floor	Capitol Theatre Windsor
3811	15	14	Main Floor	Capitol Theatre Windsor
3812	16	14	Main Floor	Capitol Theatre Windsor
3813	17	14	Main Floor	Capitol Theatre Windsor
3814	18	14	Main Floor	Capitol Theatre Windsor
3815	19	14	Main Floor	Capitol Theatre Windsor
3816	20	14	Main Floor	Capitol Theatre Windsor
3817	21	14	Main Floor	Capitol Theatre Windsor
3818	22	14	Main Floor	Capitol Theatre Windsor
3819	23	14	Main Floor	Capitol Theatre Windsor
3820	24	14	Main Floor	Capitol Theatre Windsor
3821	25	14	Main Floor	Capitol Theatre Windsor
3822	1	15	Main Floor	Capitol Theatre Windsor
3823	2	15	Main Floor	Capitol Theatre Windsor
3824	3	15	Main Floor	Capitol Theatre Windsor
3825	4	15	Main Floor	Capitol Theatre Windsor
3826	5	15	Main Floor	Capitol Theatre Windsor
3827	6	15	Main Floor	Capitol Theatre Windsor
3828	7	15	Main Floor	Capitol Theatre Windsor
3829	8	15	Main Floor	Capitol Theatre Windsor
3830	9	15	Main Floor	Capitol Theatre Windsor
3831	10	15	Main Floor	Capitol Theatre Windsor
3832	11	15	Main Floor	Capitol Theatre Windsor
3833	12	15	Main Floor	Capitol Theatre Windsor
3834	13	15	Main Floor	Capitol Theatre Windsor
3835	14	15	Main Floor	Capitol Theatre Windsor
3836	15	15	Main Floor	Capitol Theatre Windsor
3837	16	15	Main Floor	Capitol Theatre Windsor
3838	17	15	Main Floor	Capitol Theatre Windsor
3839	18	15	Main Floor	Capitol Theatre Windsor
3840	19	15	Main Floor	Capitol Theatre Windsor
3841	20	15	Main Floor	Capitol Theatre Windsor
3842	21	15	Main Floor	Capitol Theatre Windsor
3843	22	15	Main Floor	Capitol Theatre Windsor
3844	23	15	Main Floor	Capitol Theatre Windsor
3845	24	15	Main Floor	Capitol Theatre Windsor
3846	25	15	Main Floor	Capitol Theatre Windsor
3847	1	16	Main Floor	Capitol Theatre Windsor
3848	2	16	Main Floor	Capitol Theatre Windsor
3849	3	16	Main Floor	Capitol Theatre Windsor
3850	4	16	Main Floor	Capitol Theatre Windsor
3851	5	16	Main Floor	Capitol Theatre Windsor
3852	6	16	Main Floor	Capitol Theatre Windsor
3853	7	16	Main Floor	Capitol Theatre Windsor
3854	8	16	Main Floor	Capitol Theatre Windsor
3855	9	16	Main Floor	Capitol Theatre Windsor
3856	10	16	Main Floor	Capitol Theatre Windsor
3857	11	16	Main Floor	Capitol Theatre Windsor
3858	12	16	Main Floor	Capitol Theatre Windsor
3859	13	16	Main Floor	Capitol Theatre Windsor
3860	14	16	Main Floor	Capitol Theatre Windsor
3861	15	16	Main Floor	Capitol Theatre Windsor
3862	16	16	Main Floor	Capitol Theatre Windsor
3863	17	16	Main Floor	Capitol Theatre Windsor
3864	18	16	Main Floor	Capitol Theatre Windsor
3865	19	16	Main Floor	Capitol Theatre Windsor
3866	20	16	Main Floor	Capitol Theatre Windsor
3867	21	16	Main Floor	Capitol Theatre Windsor
3868	22	16	Main Floor	Capitol Theatre Windsor
3869	23	16	Main Floor	Capitol Theatre Windsor
3870	24	16	Main Floor	Capitol Theatre Windsor
3871	25	16	Main Floor	Capitol Theatre Windsor
3872	1	17	Main Floor	Capitol Theatre Windsor
3873	2	17	Main Floor	Capitol Theatre Windsor
3874	3	17	Main Floor	Capitol Theatre Windsor
3875	4	17	Main Floor	Capitol Theatre Windsor
3876	5	17	Main Floor	Capitol Theatre Windsor
3877	6	17	Main Floor	Capitol Theatre Windsor
3878	7	17	Main Floor	Capitol Theatre Windsor
3879	8	17	Main Floor	Capitol Theatre Windsor
3880	9	17	Main Floor	Capitol Theatre Windsor
3881	10	17	Main Floor	Capitol Theatre Windsor
3882	11	17	Main Floor	Capitol Theatre Windsor
3883	12	17	Main Floor	Capitol Theatre Windsor
3884	13	17	Main Floor	Capitol Theatre Windsor
3885	14	17	Main Floor	Capitol Theatre Windsor
3886	15	17	Main Floor	Capitol Theatre Windsor
3887	16	17	Main Floor	Capitol Theatre Windsor
3888	17	17	Main Floor	Capitol Theatre Windsor
3889	18	17	Main Floor	Capitol Theatre Windsor
3890	19	17	Main Floor	Capitol Theatre Windsor
3891	20	17	Main Floor	Capitol Theatre Windsor
3892	21	17	Main Floor	Capitol Theatre Windsor
3893	22	17	Main Floor	Capitol Theatre Windsor
3894	23	17	Main Floor	Capitol Theatre Windsor
3895	24	17	Main Floor	Capitol Theatre Windsor
